Кластер 1;Кластер 2;Кластер 3;Кластер 4
-13;129;59;1220
578.5;575;728;209
188.8;157.5;68;1606
32;219;697;4352
274;343;90;448
-541;895;87;318
127;2422;101;677
292;400;-27;3097
409;1934;180;3260
364.5;2300;2970;5680
715;554;228;374
225;154;83;1500
331;686;-581;4199
23;331;-57;2785
1849;202;750;628
254;909;637;615
-229;799;147;5628
123;204;88;3825
299.5;-682;290;1814
430;-88;466;4245
32;259;391;4037
-486;501;90;1640
236.25;1610.5;170;503
-336;3371.5;108;440
135;1361;72;3225
109;241.5;263;1980
1220;821.5;538;1060
130;371;282;509
79;114;55.5;1490
-276;889;135;1922
84;579;140;76
426;958;296;2641
243;229;47;1878
154;270;318;975
114;500;206;1182
742;249;114;118
1067;900;56;1960.333333
427;503.3333333;146;3787
542.5;643;27;406
151;257.6666667;369;1246
-60.5;1842;289;593
337;1122;530;349
174;1974;291;627
178.6666667;100;254;25
432;382;179;7491
195;267;216;1871
974;913;321;532.5
-604;469;604;530
231.5;2164.5;220;1246
-469.5;-129;87;112
170;427;419.5;670
199;573.5;81;3187
18;2117;444;371
486;227;976;495
249;60;213;2000
148;952;164;2989
-264;863;127;700
27;1146;295;502
199;371;139;5423
219;2654;241;5307
177;280;1608;575
86;1187;360;7500
-778;301;141;5891
519.75;1332;213;1582
139;142.6666667;196;112
1105;-20;317;574
670;332.2857143;353;197
-275.3333333;186;57;1359
-2526;189;97;424
320;519;604;3647
-378;747.5;153;2286
12;397;150;837
-355;258;101;917
151;296;940;200
557;68;599;594
196;-198;3042;980
329;144;503;498
119;120;-293;4267
-500;110;304;679
259;900;79;246
93;727;422;562
86.5;469;14;43978
86;542;367;333
327;272;183.5;593
120;474;443;134
32;337;167;1719
14;514;1488;711
-604;736;122;5058
53;133.5;253;400
532;291;154;4180
1514.666667;379;-89;351
246;265;355;3368
34;1483;445;4058.5
609;394;795;390
256;295.5;293;431
92;462;261;2193
172;519.5;164;500
341;14;60;975
-309;49;238;350
419.5;773.5;254;3804
248;529;999;2225
80;618;13;2545
750;159;252;3879
145;1805;358;1116
36;1208;244;1482
180.4;-173.6666667;190;1493
-1484;385;105;1674
374;276.6666667;132;256
103;571;184;422
-604;291;1097;6707
171;145;63;383
-1001;-760;446;1372
77;275;50;738
182;287;167;2280
213;167.5;2;1875
159.6666667;519;47;2776
218;1133;114;1867
229;998;1200;2474
969.5;1961;411;900
75;356;293;1182
772;310;260;3059
762;123;401;1048
102.6;904;232;700
67;179;1201.666667;5475
266;79;261;1963
68.5;395;151;340
169;331;1354;1420
56;399;-228;2374
85;306.3333333;459.5;114
101.5;1526;476;762
244;34;-170;1193
620;62;915;1091
140;-241;88;475
133;1304;294;231.625
259.5;-240;1752;500
261;490;231;400
-398;525;230;1399
223;2750;405;1290
18;2150;166.6666667;2732
57.5;520;140;1659
494.6666667;348.3333333;212;3546
172;299;440;600
16;892;263;2883
180;469;-38;1822
758.5;514;470;6400
99;388;426;10373
-143.5;36;46;500
194.5;772;291;4114
318;118;298;238
41;542;672.5;1322
651.5;200;347;561
244.25;453;288;3942
-385;500;330.5;2726
127.5;-101;448;1005
520;-31;869.5;700
-405;783;52.5;420
234;76;40;467
261;1492;604;4719.5
286.5;235;-8;2250
-182;650;578;1442
515;476;119;1026
147;376;2;1999
83;658;18;300
819.5;98;2441;485
-1908;290.75;299;88
-2544;205;231;504
-157;538;56;371
-157;467;396;957
677.6666667;132;982;4222
212.5;120;-507;4686
72.33333333;5;197;3183
26;339;275;805
57;150;48;340
313;519;44;1958
117;128;9;5478
104;942.25;244;1272
405;439;716;142
482;273.3333333;67;12753
-736;355.5;376;3025
61;535;-1075;4279
112;805;288;1606
123;317;55;1191
29;165;6;200
174.5;290;250;430
405;393;777;350
123;984;264;1253.5
97;492;70;690
48;602;342;500
2840;559;192;500
55;7555;488;197
323;324;330;2532
114;260.5;90;720
185;190;8;470
255.5;1107;239;1436
160;460;124;575
274;371;831;431
320;534;65;4175
303.3333333;3676;168;3004
9.666666667;399;605;143
123;-67;-293;-74
218;100;640;4660
-904;605;280;1616
216;167;-310;663.5
171;333;19;160
335;538;91;580
951;-127;571;1991
372;1590;114;206
224;592;102;1000
594;214;123;2088
18;253;681;2403
1296;256;315;8275
125;591;-150;1464
-1239;650;112;2117
353;201;149;1610
150;374;187;60
-332;826.5;134;5300
-1208;322;531;5423
554;-6;69;681
217.3333333;596;940;490
-872;716;1047;5502
174;605;354;2955
34;32;1308;4130
274;820;407;4003
-622;330.3333333;267;2850
273;591;-186;382
785.5;330;542;1323
86;302;-365;4279
696;79;801;1970
-224;1967;209;14834
102.5;303;54.5;43981
38;1769;151;4336
599;99;109;1582
327;55;759;1494
163;400;-220;1708
241;495;260;621
798;82;388;748
313.5;269;68;53
255;2342;414;43954
227;-25.5;618;68
489;381;456;161
24.66666667;48;662;3134
359;102;329;3358
129;-53.5;462;748
181.3333333;253.3333333;189;1630
-586;849;174;545
292;813.4285714;99;7996
180;812.5;413;2727
-657;227;52;1100
6;3000;143;1409
346.5555556;625;1796;490
151;612;333.5;641
230;398;10066.5;3487
85;211;-218;2678
185;259.5;105;1086
974;2300;54;1034
121;579;1016.5;827
-375;-395;273;1396
232.3333333;-150;225;6350
-636;142;519;5143.5
-219;65;60;1289
207;107;273;621
240;202;494;2773
103.5;-441;199.5;105
100;1462;191.5;1865
-604;317;214;3978
156;356;396;1457
474.6666667;222;-443;754
266;580;496.6666667;8954
66;78;-28;1686
210.5;699;342;640
-279;4683;120;4201
144;469;106;903
84.5;-190;125;9055
91;557;425;852
310.5;876;208;384
467.5;81;33;1720
198;175;469;525
170;742;116;2907
279;580;1187;2206
70;685.25;122;500
38;293;298;349
13;300;239;924
-457;-455;201;350
140;582;485;700
492;309;59;1758
422;291;518;621
110;541;320;1878
91;41;793;1191
56;-11;105;2227
-756.5;354;161;500
341;87;285;4991
142;213;376;327
73;-34;458;4400
282;390;660;150
133;87;-156;1249
240.4;187;241;3740
413;1123;214;3951.5
454;116;-284;448
284;1458;108.5;1791.5
102;172;500;2373
52;550;357;1040
606;470;204;1229
248;936;71.5;1132
103.3333333;466;81;1205
497.5;215.5;324;2806
373;3991;760;1259
116;428.5;600;10054
-219;721;-185;1600
147;127.5;460;12523
175;200;450;238
155;170;822;640
84;106;119;1048
50;400;735;270
-656;380;225;3715
390;245.6666667;181;2763
1380.5;98;3;1048
482;-27;97;5290
81;924;6260;981.5
337;219;215;1382
172;408;240;3326
825.5;134;650;3108
203;396.6666667;88;982
256;1164.5;394;4389
135.3333333;875;27;1050
222;880.75;-118;875
545;1568;82;4187
862.5;200;786;230
164;94;268;690
308;245;27;6947
235;500;1500;981
-636;300;154;11704.5
105;614;88;4419
502.5;154;967;405
-440;268;760;2053
-219;625;51;1232.5
388;626;374;4925
3274;73;113.5;7805
-1208;-151;168;210
3;163;263;8687
232.75;409.5;118;5977
161;257;670;691
-355;441;280;1681
108;2572;620;1169
448.5;943;57;592
147;82;-144;528
-636;1913;37;3230
-139;89;82;773
-53;175.8888889;36;438
-359;679;279;8436
306;873;108;592
265;337;-344;9539
-436;498;123;4371.5
48;640;266;11743
279;400;209;1129
-361;1211;348;14680
615;156;210;1390
61;406;43;805
46;503;66;2492
-636;285;572;1100
54;715.5;177;205
1813.25;293;162;607
120;815;125;2507
69;131;186;1786
283;290;-151;4390
110;929.5;-402;1116
190.5;61;-239;1048
314;197;172;6896
1636;239;127;972
125;491;-685;1786
-62;509;716;2310
55;1466;445;280
-838;700;390;6000
1193;-233;294;6331
798.5;574;240;13347
39;366;157;1647
-130.3333333;877.5;85;5399
1605.666667;36;601;1210
411;1034;318;3769
532;547;-457;2600
116;563.5;157;3343.5
516.5;388;48;5374
125;3601;-186;768
215;101;134;1893
870;125;-94;1881
161;48;804;1840
18;215.6666667;185;2245
133;305;391.5;1389
58;78;400;2434
124;499;90;2797.5
-897;339;3;1487
42;-272;249;699
-500;3799;370;3303
-181.5;392;236;443
798;106;75;1178
378;509;422;711
76;581;478.5;2929.5
124;124;1038;5112
261;945;166;8026.5
650;730;-417;1077
204;419;566;53
74;237;390;1536
670;246;-502;3993
62;200;5443;6361
140.3333333;300;50;13880
266.25;279.5;367;350
233;49;439;1345
121;202;-431;920
67;761;120;2084
259;261;576;2012
-219;880;126;22630
215;145;612;682
-441.4;421.5;-716;1715
690;150;170;4265
389;317;184;1129
-537;849;566;13791
-158;97.5;631;9420
22;162;268;3325
265;618;-119;2270
124;748;-122.5;466
159;2050;14;1160
372;148;72;175
133.5;213.6666667;122;3715
336;776;378;16818
6;522;192;350
384;628;121;1600
-636;70;121;484
502.6666667;119;146;3821
387;200;715;750
292;947;310;3885
184.5;438;379;1480
-197;417;169;2147
90;327;180;1116
677;501;106;1272
240;524;1169;4429
162.3333333;233;84;4126
395;419;142;1928
220;200;158;565
-602.3333333;309;-204;600
48;311;135;160
417;404.5;163;576
235.5;460;465.5;200
132;138;389;1490
-531;138;195;8232
78;500;220;2555
79.5;481;397;2521
109;473.3333333;53;1418
84;364.5;133;418
139;489;112;1616
961;-212;40;4235
210.5;473;320;962
390;316;-323;4526
295;294.25;231;629
244;181;-128;1623
115;-268;323;1059.666667
-592;879;265.5;2024
67;310;-335;178
79;664;1200;179
-604;522;78;1686
-149;192;171;377
123;532;156;1589
109;888;87;517
-524;256;60;1374
92;250;283;3099
284;450;70;2637
-324;93;839;1822
326;108;779;2570
-604;676.5;80;4210
-363;551;926.5;3476
323;3505;364;6417
208;779;40;701
10;227;212;500
-386;249;287;6440
67;393;299;2407
72;353;-298;525
394;332;-28;8688
-1208;430;1790;294
-376;569;-119;2017
88;208;366;3172
229;805;44;417
308;1371.5;61;1615
572;281;196;799
680.6666667;195;177;1352
179;69.5;278;567
107;147;79;628
104.5;529;198;5632
142.5;341.75;44;875
158;337.5;399;164
-359;178.5;392;1536.5
197;245;1701;1769
74;367;379;5218
275;350;160;90
106;630;210;668
120;178;-378;41
21;342.5;283;1769.5
-551;-101;1048;1018
399;170;171;615
605;2300;30;300
179;455.25;-883;1553
79;528;210;799
240;399.5;118;3074
28;49;280;112
138;514;460;3559
56;502;183;1526
289.3333333;-68.5;228;537
-282;427;410;805
252;219;-29.5;160
432;139.5;213;904
-604;134;480;2437
436;180;249;1490
638;-44.5;670;2701
155;59;133;525
-588;300;52;2340
33;470;150;1995
93;1239;174;2090
69;499;643;621
-365;409;-92;488
173;266;40;679
158.6666667;514;177;1900
76;1236;440;8263
313;493;-280;3179
657;-24.75;671;9450
948;522;447;-9
333;393;88;2702
313;529;481;1883.5
275;439;40;905
97;138;263;1366
655.5;634;-293;370
-237.6666667;120;145;673
10;118;129;2934
86;-193;895;315
39.5;249.25;239.5;4326
852;452;-182;98
304;129;46;806
395;379;10;923
-243;609;393;150
133.5;493;57;2359
240.5;379;166;4765
800;424;84;1352
437;300.3333333;249;1596.5
-871;424.5;436;805
109;200;249;3778
513;131;131;4756
102;578;125;1119
154;114;999;611
-636;234.3333333;422;4052
-651;106;677;1100
155;504;261;2882
115;58;70;562
462;292;-1332;1758
294.5;-83.75;163;2663
48;188;747;25
209;-115;230.25;615
174;109;77;860
38;126;214;1300
1029;1133;212;4344
273;92;1047;2008
-60;124;530;2750
140;112;1329;1144
313;124;290;3604
84;180;345;2110
59;338;-60.5;301
148;594.5;642;4357
100;143.5;6;898
-5;93;198;1353.5
106.5;320;164;888
86;-78;379;923
347;123;127.5;383
64;1168;-49;1949
-336;1394.666667;1017;834
-336;1212;822;43971
-33.5;263;320;6400
134;736;-747;100
115;133;459;10388
-675;382;192;656
359;26;-52;3706.5
245.3333333;201;1228;25
363;1123;152;2432
546;267;57;354
430;329;206;276
-247;86.25;159;2147
152;499;1165;2992
315;326.8333333;5;646
-98.5;205;205;1369
-414;1549;-353;12753
248.25;915;400;190
73.5;174;-155;831.6666667
276;123;199;495
58;1855;50;2928
-291;1115.5;343;344
486.5;55;396;438
188;204;19;1442
-356;256;951;2020
987.5;279;399;90
100;471.25;275;461
128;1213;-130;963
30;13;510;307
339.6666667;135;151;1199
285;224;196;1016
605;444;236;923
497;784;144;518
337;99;187;195
-179;93;1870;12939
665.5;229;9;7358
52;142;740;1147
971;787;237;550
46.5;4600;79;4573
42.5;331;67;5611
-39.5;148;965;2772
-703;172.6666667;261;1380
144;2472;58;537
300;318;364;1116
567;205;170;3165
374;566;886.5;1390
138;329;704;215
108;350;44;611
269;721;140;2486.5
15;813.6666667;97;2030.5
276;400;63;2204
241;1079;166;3018
239;269;-319;856
260;350;225;1878
394.5;201;141;4252
964;172;334;8564
186;625.5;-474;1266.5
660;217;306;503
56;328.5;603;9435
-501;49;13;6411
110;449;-284;1672
-209;0;314;1942
75;697;-81;1314
270;221;-54;2133
133;953;453;8249
798;526;40;2025
501;333;170;4250
356;177;174;1048
457;2134;-667;670
42;103;251;805
-270;309;129;856
-473;563.25;125;528
117;887;310;460
207;76.5;302;344
612.6666667;531;5443;754
820;127;240;3158
188.5;299;305;6770
357;681;568;4071
-521;484;136;1054
-103.5;1746;42;3107
670;657;138;3349
-557;74;77;5370
642;58;44;357
-1240;82.5;74;1459
65;234;196;2418
-197;125;133;1449
298;29;-411;43978
196.5;242;338;2829
139;717;79;1822
681;1296;125;5370
14;207;-255;5624
70;178;148;5205
129.5;354;106;1474
165;929;130;940
275;1530;269;850
227;473;-269;1515
485;5534;202;13633
84;602.5;221;500
273;327;102;1425
71;586;844;9010
-408;98;649;212
1728;273.5;274;500
76;94.66666667;412;2858
202;-377;437;1135
1547;439;333;183
-237.3333333;815;494;1499
-11;517;423;580
-1240;-39;212;824
82;809;34;43954
156;146;488;1214
26;820;1434;1536
125;317.3333333;108;1905
183;1515.5;222;2748
165;436;149;3323
156;383;61;349
184;984.3333333;550.5;770
532;1168;324;1062
-834;69;231;494
42;417.6666667;62;617
62;804;121;4750
82;339;63;469
190.6666667;112;214;750
704;180;19;732
392;1291.2;253;825
110;1144;257;68
69;71;97;417
69.5;171;-842;4313
86;73;1048;1309
388;240.5;109;700
66.5;-54;-497;2530
4;343;151;691
262;218;370.5;6250
95;1513;202;1324
233.5;109;183;1849
1050;299;1711;604
70;1274;-125;1752
116;626;116;6545.5
46;481;481;1116
207;240;48;691
290;675.3333333;651;2317
30;441;212;5190
-398;858.5;1522;160
-636;511;125;9205
171;222;461;2404
141.5;313;-353;4829.5
1;270;598;1537.5
231;2374.666667;130;1290
335.6666667;2106;1026.5;1740
-1569;172;249;3174
78;547;1695;882
1242;114;339;3717
133;394;494;2262
381;164;78;794.5
20;231;-601;1427.5
169;410.6666667;-8;1719
246;111;749;959
83;204;-204;2349
642;612;47;856
97;0;10;2263
202;499;1305;334
-355;559;267;3562
104.5;439;-170;2708
420.3333333;439;1905;740.5
382;77;110;1060
-123.5;893;627;120
240;221;504;4294
230;209;320;792.5
158;588;1130;1600
69;377;34;1750
613;231;132;21
-126;340;332;1100
878;339.6666667;75;1177
299;49;-732;1849
238;361;636;1976
20;431.5;163;2521
143.6666667;110;39;540
205;188;347;1500
-282;190;305;1749
679;453;67;4563
309;643;4884;1440
-196.25;177;220;2895
375;215;174;9150
399;331;-231;130
-1272;656;243;285
125;1626.5;47;3199
119.6666667;378;293;903
110;108;960;1645
-132;632;212;3337
225;1787;878;626
-604;649;-461;1513
-100.6666667;84;60;9674
80;1191;-203;500
190;314;354;1687
544.5;234;1371;3344
554;365;-185.5;801.5
146;359.25;-1075;1100
237.3333333;245;320;1018
-636;250;380;404
11;263;59;1728
71;816;513;4538.5
120.6666667;164;296;1325
405;1940;133;1210
187;360;143;1139
83;1931;340;2113
-604;105.5;650;291
394;782.3333333;251;3366
253;171;198;2459
84;393.3333333;1030;732
1246;242;394;1175
60;463;81;6331
372;321.5;194.4285714;318
35;193;1625;7610
-108;909;428;987
242;677;640;2939
221.6666667;841;221;524.5
1329.5;216.5;276;400
112;167;124;4607
-604;990;299;1513
52;431;60;514
188.5;232;225;930
74;304;243;3037
140;254;847;400
110;121;-191;161
-27.5;260;258;1390
492;231;959;6556
127;34;120;5577
1160;138;472;933
50;363;-102;4092
-541;130;146;17195
110;235;1478;469
-195;143;78;1600
581;-49.66666667;59;621
46;82.5;57;4334
138;457;180;2277
326;333;308;754
116;1163;290;7138
153;500;2580;2508.5
17;367;78;7626
431;150;-160;1120
320.5;579;255;621
-604;589;-353;1600
29;158;388;154
635.5;149;220;4211
38;-169;-31;800
41;48;900;3745
-558;832;656;1290
86;634;95;1464
395;183;809;900
-232;520;105;2929
169.3333333;523;790.5;1420
215;377;4;1600
538;555;235;7274
338;297;79;3045
156;107;71;1100
123.3333333;1164;460;3177
-1352;133;-274;703
183;-206;-212;1240
561.5;21;-491;2374
174;605;263;800
300;613;293;5033
296.5;444;-524;2028
154;1361;259;1800
326.3333333;1848;379;285
38;142;267;5220
345;708;136;805
42;427;104;1189
216.5;3157;98;1477
102.5;227.1666667;106;1596
-604;79;141;3031
232;297;28;11068
67;1852;89;805
297;-361;153;344
113;1056;137;1166.5
715;367;303;600
-672;252;-171;940
259;180;801;3869
332;400;156;11951
-636;433.5;1240;383.5
50;1039;175;1513
504;472;92;3275
160;-247;70;331
465;193;775;4300
62;874;209;5793
229;180;600;1615
858;782;-253;210
733.5;49;5443;1390
-394;498;479;311
116;344;821;984
120.5;460;65;556
436;-910.5;128;1938
-636;357;73;2856
139.25;90;-457;11527
108;423.8;901;661
212;563.5;40;1595.666667
118;454;-284;2911
174;240;81;1756
669;3130;117;2804
48;70;-47;3802
467;79;16;3806
-1272;414;122;2104
-2646;635;605;380
240.5;367;97;1061
408;593;-684;1819
85.5;6;147;4503
50;-73.66666667;58;1654
16;194;103;938
171;298;55;750
315;2556;5;1930
-278;830;-182;1200
38;1063;29;563
161.3333333;348;247;3009
291.5;1300;-386;1515
217.5;1039.5;426;2800
1133.5;600;139;621
32;344;147;1800
475.3333333;268;330;5268
321;775;67;2019
369;89;207;3787
274;313;220;1419
46;612;-133;1558
632;7318;51;165
207;509;1125;2623
44;-105;1184;1697
7;1193;721;9792
-65;386;400;4733
537.5;905;432;560
635;323;37;10438
86;29;-284;740
154.5;33;307;1724
286;304;343;2520
120;-271;115;2824
737;236;150;1050
-10;645.75;64;885.5
24;152;751;470
230;87;-290;200
269.5;253;145;1803.5
98;385;132;1951.5
-65;851;87;720
45;860;184;4043
107;815;258;754
282;-403;385;11182
149.5;166;133;1573
168;624;765;1050
-1208;178;-858;2820
146;-453;265;5677
372;505.5;597;5078
218;202.5;210;661
266;105;-401;1712
38;650;1299;1290
102;310;212;1616
137;188;509;1757
242;540.5;68;3679
468;150;2897;169
204;870;-82;3411
182;280;795;2032
133;825;225;261
246;1974;181;43974
53;235;-134;691
416;1624;476;2006
171;-39;359;920.5
-1272;-374;115;7224
168;544;179;699
-1587;1595.75;497;9032
223;2296;556;3572
396;287;61;546
14;145;2429;3679
504;736;305;2638
323.6666667;105;145;1104
432;120.5;91;6522
360;651;850;2059
230;127;-883;4085
278;-27;185;2939
53;239.5714286;12;1748
69;120;413;4211
668;862.25;428;2960
84;132;147;1230
212;258;442;2195
112;231;-991;200
100;1634;133;3062
2309;137.5;158;1945
399;500;1629;637
507;-96;-79;1902
253;538;260;1069
140;187;233;500
48;1200;189;3225.5
242;429;63;10784
-604;1717;100;934
480;166;436;1395
-1009;328;78;1464
207;222;107;999
204.5;-23;241;669
1668;974;-107;450
554;-65;471;848
56;366;150;2637
358;1518;-180;4756
355.5;62.16666667;-371;1894
98;450;52;127
67;606;353;1275.5
245.5;976;88;2028
-355;685;293;131
-25;363;87;2670
192;492;88;1191
91;133;169.5;4298
496;134;457;1159
395;926;68;2539
-341;371;990;
138;214;500;
218;1573;352.5;
7;133;244;
226;450;2195;
582;809;225;
248;183;300;
342;701;80;
-355;330;79;
634;383;225;
35;1117;898;
-880;142;117;
332;381;252;
113.3333333;98;-89;
272;231;2799;
34;422;254;
154;394;185;
292;3152;288;
-376;553.5;442;
115;142;141;
2648;27;184;
750.5;928;140;
182;576;518.3333333;
266;1680;860;
206;61;91;
-366;404;450;
85.5;505;146;
258;75;151;
113;385;1340;
42;327;225;
69;471;362;
322.5;115;-520;
-378;341;81;
293;249;1307;
-318;397.5;263;
531.5;285;904;
-452;257;597.3333333;
171;757;260;
274;339;-102;
138;251;-29;
340.5;873.6666667;175;
-604;599;30;
139;1219;55;
454.5;481.5;822;
869;1142;176;
37;1166;240;
292.5;264;345;
-604;223;56;
53;190;-353;
28;468;164;
124.5;1857;24;
-646;8;226;
91;905;396;
336;284;-627;
356;649.2;242.5;
357;48.33333333;207;
34.75;802;81;
-104;1520;236;
23;440;92;
-237;895;1137;
77.5;233.6666667;486;
322;202;225;
509.3333333;239;33;
265.3333333;200;141;
12;4399;243;
38;169.5;548;
-604;233.5;900;
88;470;402;
246;170;241;
213;157;137;
188;536;-29;
207;177;188;
207.5;55;-2153;
172;224;221;
138;783;337;
646;88;212;
218;254;316;
62;-255.5;208;
179;133;48;
84.5;478;132;
89;93;144;
119;311;-454;
-436;240;230;
38;445;710;
325;673.1666667;100;
463.3333333;378;180;
-1252;1459;324;
241.5;24;-284;
15;-87;279;
-184;358;315;
335;240;-288;
16;1397;-99;
422.5;934;558;
214;876.5;348;
129;251;48;
285;225;394;
513.5;351;126;
-710;439.5;22;
-636;143;140;
275;555;32;
38;109;131;
296;432.5;109;
147;879;72;
83;65;233;
-355;75;18;
-604;1863;89;
120;98;725;
70.5;1198;52;
200.5;175;319.5;
138;128;225;
15;221;212;
14;829.5;2057;
112;141;76;
50;300;24;
9;191;93.5;
105;198;486;
114;667.3333333;-317;
665.5;305;1588;
171.3333333;509;281;
300;198.25;411;
216;139;130;
218;66;105;
532;162.5;934;
107;62;25;
149;3503;150;
24;840;669;
294;485;57;
-589;593;244;
161.3333333;588;298;
-31;224;791;
357;24.66666667;16;
116;782;178;
247;379;99;
185;244;320;
135;405;-840;
164;1334;568;
137;574;-183;
218;475.5;979;
242;162;578;
296.1666667;2320;234;
228.5;105;115;
-82;482;493;
42;2503;-94;
414;381;202;
-72;775;44;
80;92;-319;
-46.5;301;-266;
255;1706.75;116;
143;318;617;
134;614;65;
-47;362;-157;
191;245;398;
96;272;432;
24;200;669;
515;198;195;
-70.5;547;140;
-693;120;72;
765.6666667;160;307;
-284;395;188;
325.5;280;-232;
180;971;158;
-604;840;51;
273;612;4479;
672;677;72;
40;365;884;
332;291.8;-807;
205;253.5;229;
156;614;-426;
-604;294;126;
-604;204;-516;
-1272;186;164;
195;922;736;
130;227;327.75;
459;107;292.5;
720;114;144;
-604;200;-1809;
-604;130;-183;
318;2940;88;
551.5;1494;133;
71;-227;373;
189.5;262;249;
-189.5;494;46;
-77.33333333;693;244;
-700;519.5;1502;
-81;433;32;
101;100;1089;
460;25;265;
44;203;1210;
150;133.5;34;
-355;500;858;
-231;350;675;
104.6666667;331;850;
127;172.5;319.3333333;
-47;-140;131;
310;1133;168.5;
138;88;117.5;
223;88;44;
132;-704;88;
328;151;58;
464.5;-670;99;
179;365;-329;
148;1720;52;
272;783;1121;
397;107;24;
169;1821;461;
-259.5;246;370;
-1272;516;59;
196;2000;379;
126;664;733;
71;818;37;
99;3250;245;
-1334;527;181;
242;281;238;
237;-108;329;
46;1408;537;
169;346;111;
199;266;143;
171;1715;52;
142;527;24;
467;800;558;
43;276;164;
309.6666667;77.33333333;614;
332;1163;171.5;
100;1756.5;328;
219;467.25;8;
-604;308;422;
239;509;480;
715.5;410;1725;
-378;439;-204;
106.5;167.5;281;
153;650;1000;
695;178;420;
25;49.33333333;198;
102;446;304;
699;1655;155;
188.5;104.5;204;
50;600;107;
-710;856;-8;
363;192;147;
327;845;168;
38;119;118;
379;218;553;
159.5;253;199;
966;213;857;
138;1005;159;
484;579;273;
64;158.6666667;191;
277.5;433;3591;
-153;762;119;
-355;613;120;
-1147;3097;143.5;
241;220;910;
514;809;1413;
84;199.5;396;
272;155;126;
241;779;135;
210;280;77;
868;61;253;
32;361;767;
70;-43;823;
412;225.5;3410;
33;165.5;204.5;
11;57;89;
361.5;109;249;
347;21;1411;
401.5;673.6666667;-69;
-378;672;216;
47;1509;379;
510;934;238.5;
-807;367;260;
112;860;239;
38;349;294;
316;172;1270;
288;479.5;387;
-7.333333333;132;-584;
204;1156.666667;344;
308;367;-31;
-359;572;87;
217;207;229;
91;274.25;174;
191;965.3333333;-586;
245.5;1009;1000;
202.5;157;76;
261.5;607;616;
207;335;267.6666667;
-7;326;356;
924;343;470;
306;133;342;
143;21.33333333;146;
130;729.5;518;
176;755;177;
319;694.5;719;
207;269;56;
448;112;150;
38;521;471;
357.5;359;152;
253.5;274;736;
7;406;372;
429;317;-293;
656.5;314;68;
25;1153;1060;
1059;408.25;199;
410;447.3333333;845;
800;1405;126;
171;114.5;540;
291;1015;338;
482;309;153;
-269;316;778.25;
389;283;112;
480;816;293;
356;619;205;
345;89;83;
728;75;-22;
-139;354;1240;
125.3333333;924;307;
1043;71;78;
183;299;146;
66;490;242;
377;302;571;
406;201;536.5;
50.5;66;-274;
-636;815.3333333;82;
312.5;310;779;
274;162;951;
245;235.5;356;
56;299;762;
138.25;109;-347;
-452;99;-647;
193;74.66666667;196;
426;79;186;
89;250;-386;
-174;297;492;
130;70;559;
410;177;-4;
97;688;151;
175;1491;-135;
297;147;95;
-278;502.4;750;
168;472;348;
762;410;252;
1071;175;1626;
-409;439;3642;
165;186;632;
360;156;44;
109;478;111;
390;525;48;
268;250;308;
103;361;510;
138;369;196;
85;416;-120;
788;1176.5;39;
139;-208;9;
189;82.5;753;
480;123;-417;
412;709;323;
38;2000;98;
363;138.5;822;
213;451;137;
116;350;-52;
69;281;445;
261.5;435;95;
23;575;189;
423;970;92;
510;328.5;283;
2987;348;316;
138;398;24;
197;567.5;-274;
192;-55;408;
232;179;500;
304;538;368;
396;237;80;
87;67;250;
480;693;174;
110;673;27;
392;267;244;
1167.5;1180;53;
42;653;103;
490;1068.5;304;
-355;493;520;
268;-109;-233;
185;828.5;185;
86;484;533;
320;988.5;234;
288;89.33333333;40;
440;348;301;
573;90;1489;
983;607;515;
99;264.3333333;233;
337;4698;34;
276;956.5;69;
803;927;888;
3.666666667;950.6666667;123;
-636;128;221;
321;1909;-189;
436;634;107;
247;-27.33333333;339;
80;558.5;1411;
85;93;-102;
38;736.6666667;119;
-342;246;1222;
952;320;134;
138;249.5;479;
106.5;466;239;
360;170;228;
23;289;1165;
259;182;350;
138;287.5;1168;
32;186;297;
694;48;-284;
397.3333333;475;290;
29;107;235;
605;420;-336;
53;269;-173;
61;166.5;186;
70;68;-53;
482;709;44;
115;2150;40;
181;361;296;
-662;668;80;
307.5;400;258;
276;775;251;
965;342;240;
471;1032.5;1131;
86;52.5;328.5;
-604;527.5;158;
211.6666667;354;250;
233;38;46;
306;327;137;
173;626;761;
535;75;456;
900;280;470;
327;810;179;
218;547;212;
233;319;305;
76;167.5;649;
207;482;215;
29;670.5;327.6666667;
218;279;404;
273;328;210;
105;-87;559;
161;635.5;689;
-841;292;54;
152;68;89.5;
16;443.3333333;275;
106.5;222;207;
-1256;804.5;61;
5332;1036;-95;
250;194;555;
39;607;-177;
1553;686;30;
376;94;225;
194;104;366;
252;1502.5;142;
383;873;537;
150;1001;210.5;
218;451.5;56;
180;607;450;
556;539;922;
120;384;57;
55;961;127;
284.5;259.3333333;185;
-221;166;497;
429;23;788;
84.66666667;167;119;
455;431;159;
280;354;141;
-109;578;821;
169;5063.5;62;
251;1484;16;
-519;423;94;
118.5;1056;200;
455.6666667;194;251;
219;438;-102.5;
126;176;225;
486;973;51;
45;185;-259;
1968;3233;58;
133;130;416;
100;29.66666667;916;
100.3333333;706;143;
35;45.5;379;
-604;3592;186;
91;309.5;740;
-1165;619;49;
494;438.5;-133;
48;383;121;
