Кластер 1;Кластер 2;Кластер 3;Кластер 4;;;;;
3830;;1279;;;;;;
1499;;1958;;;;;;
1092;;4679;;;;;;
2949;;2108;;;;;;
1104;;2232;;;;;;
794;;1296;;;;;;
5247;;1428;;;;;;
1551;;1976;;;;;;
2217;;3999;;;;;;
2325;;3379;;;;;;
1431;;2357;;;;;;
2415;;915;;;;;;
2275;;449;;;;;;
1014;;1286;;;;;;
2507;;3693;;;;;;
2522;;694;;;;;;
3447;;1376;;;;;;
1958;;1849;;;;;;
3512;;558;;;;;;
2611;;1091;;;;;;
4460;;3218;;;;;;
3497;;1398;;;;;;
4091;;1547;;;;;;
1590;;441;;;;;;
2549;;4159;;;;;;
2607;;2568;;;;;;
1304;;569;;;;;;
808;;422;;;;;;
3027;;790;;;;;;
560;;1249;;;;;;
651;;1899;;;;;;
1669;;949;;;;;;
1793;;1148;;;;;;
1947;;2089;;;;;;
1338;;5968;;;;;;
1499;;650;;;;;;
3740;;2709;;;;;;
5332;;3558;;;;;;
3076;;4348;;;;;;
5049;;546;;;;;;
3114;;1191;;;;;;
2577;;1822;;;;;;
1336;;1717;;;;;;
16851;;3686;;;;;;
3534;;6337;;;;;;
3783;;498;;;;;;
2711;;693;;;;;;
2395;;1377;;;;;;
3580;;1639;;;;;;
4087;;2590;;;;;;
2434;;6523;;;;;;
3016;;4098;;;;;;
1048;;1365;;;;;;
3475;;9998;;;;;;
3748;;1157;;;;;;
2104;;319;;;;;;
2327;;1978;;;;;;
2395;;749;;;;;;
2599;;1195;;;;;;
3760;;1399;;;;;;
2760;;169;;;;;;
1158;;1416;;;;;;
1911;;2567;;;;;;
1706;;5398;;;;;;
1888;;2451;;;;;;
1349;;2315;;;;;;
2608;;2638;;;;;;
781;;3627;;;;;;
2793;;798;;;;;;
3016;;2599;;;;;;
2158;;1593;;;;;;
2027;;5548;;;;;;
2020;;1648;;;;;;
3874;;618;;;;;;
1953;;1079;;;;;;
7606;;612;;;;;;
2326;;1714;;;;;;
6199;;2139;;;;;;
5260;;1867;;;;;;
3475;;3658;;;;;;
774;;1498;;;;;;
2549;;9598;;;;;;
4922;;3273;;;;;;
3382;;2499;;;;;;
2147;;1218;;;;;;
1299;;1452;;;;;;
2097;;1879;;;;;;
4318;;1577;;;;;;
2368;;1011;;;;;;
7928;;2283;;;;;;
7931;;898;;;;;;
8027;;3106;;;;;;
2572;;5527;;;;;;
2477;;1079;;;;;;
1013;;952;;;;;;
1523;;3938;;;;;;
559;;1431;;;;;;
2137;;1146;;;;;;
1828;;1079;;;;;;
5450;;5068;;;;;;
2080;;528;;;;;;
4399;;418;;;;;;
1004;;4182;;;;;;
2314;;759;;;;;;
3362;;698;;;;;;
1975;;449;;;;;;
5242;;861;;;;;;
2490;;2584;;;;;;
1204;;4928;;;;;;
2041;;1278;;;;;;
5141;;4416;;;;;;
3130;;3614;;;;;;
12121;;1790;;;;;;
1039;;3371;;;;;;
2317;;4330;;;;;;
2036;;502;;;;;;
3796;;798;;;;;;
4408;;750;;;;;;
4074;;739;;;;;;
1973;;1044;;;;;;
2561;;1576;;;;;;
1553;;9964;;;;;;
1969;;2188;;;;;;
1896;;1222;;;;;;
2891;;1220;;;;;;
2047;;4640;;;;;;
2949;;1132;;;;;;
2420;;5096;;;;;;
3664;;1098;;;;;;
2796;;1822;;;;;;
5599;;878;;;;;;
2147;;2667;;;;;;
1538;;2554;;;;;;
2359;;768;;;;;;
4893;;1003;;;;;;
2376;;2839;;;;;;
2119;;1238;;;;;;
8115;;1968;;;;;;
5467;;3294;;;;;;
1098;;598;;;;;;
4399;;1299;;;;;;
3019;;1448;;;;;;
1056;;1048;;;;;;
2285;;519;;;;;;
2298;;2443;;;;;;
2081;;478;;;;;;
1248;;17919;;;;;;
2519;;1700;;;;;;
1542;;3003;;;;;;
2184;;2249;;;;;;
3620;;1308;;;;;;
423;;304;;;;;;
1622;;1148;;;;;;
2127;;631;;;;;;
5921;;1022;;;;;;
3079;;7417;;;;;;
1264;;1038;;;;;;
2770;;559;;;;;;
1637;;2567;;;;;;
2564;;637;;;;;;
1975;;2048;;;;;;
5422;;2605;;;;;;
3649;;1228;;;;;;
10203;;485;;;;;;
10470;;1593;;;;;;
160;;3081;;;;;;
7014;;1999;;;;;;
3019;;285;;;;;;
6256;;700;;;;;;
4492;;2299;;;;;;
4369;;2598;;;;;;
3597;;12098;;;;;;
2116;;899;;;;;;
5191;;3337;;;;;;
2032;;4839;;;;;;
5075;;4298;;;;;;
3346;;1583;;;;;;
5504;;3945;;;;;;
1257;;4223;;;;;;
3464;;5074;;;;;;
5896;;1079;;;;;;
1782;;1717;;;;;;
1188;;281;;;;;;
3670;;698;;;;;;
7243;;3188;;;;;;
1389;;4084;;;;;;
3651;;1498;;;;;;
1038;;1266;;;;;;
3656;;198;;;;;;
1802;;4573;;;;;;
3180;;4394;;;;;;
6147;;1049;;;;;;
1790;;2519;;;;;;
8244;;2140;;;;;;
5127;;3208;;;;;;
4204;;3358;;;;;;
2147;;960;;;;;;
2147;;1004;;;;;;
2027;;3548;;;;;;
1427;;1597;;;;;;
835;;1427;;;;;;
2657;;519;;;;;;
787;;1289;;;;;;
1867;;996;;;;;;
1187;;1498;;;;;;
560;;2358;;;;;;
1521;;1899;;;;;;
1798;;2596;;;;;;
2202;;709;;;;;;
1650;;1399;;;;;;
2199;;686;;;;;;
6328;;488;;;;;;
2348;;1916;;;;;;
1728;;1118;;;;;;
5245;;4426;;;;;;
1575;;2369;;;;;;
1867;;437;;;;;;
5239;;5103;;;;;;
940;;1663;;;;;;
1048;;2482;;;;;;
1373;;298;;;;;;
3996;;1836;;;;;;
1522;;719;;;;;;
1632;;794;;;;;;
1966;;1230;;;;;;
2178;;1254;;;;;;
2747;;708;;;;;;
2736;;2930;;;;;;
3648;;1079;;;;;;
1291;;812;;;;;;
3194;;1232;;;;;;
3513;;812;;;;;;
5972;;2259;;;;;;
1354;;939;;;;;;
1851;;3423;;;;;;
2398;;8066;;;;;;
2518;;3355;;;;;;
659;;846;;;;;;
1805;;983;;;;;;
1012;;1687;;;;;;
399;;5417;;;;;;
6247;;1079;;;;;;
3122;;824;;;;;;
2837;;2508;;;;;;
2369;;1953;;;;;;
1186;;3608;;;;;;
1866;;2058;;;;;;
2499;;1719;;;;;;
1247;;2085;;;;;;
2961;;767;;;;;;
1257;;2269;;;;;;
2220;;2198;;;;;;
4444;;3066;;;;;;
907;;2936;;;;;;
3534;;2261;;;;;;
395;;2655;;;;;;
2657;;2099;;;;;;
1697;;4075;;;;;;
1868;;1044;;;;;;
3074;;5822;;;;;;
1492;;2094;;;;;;
1396;;2085;;;;;;
1906;;1719;;;;;;
2139;;2865;;;;;;
3708;;3568;;;;;;
1978;;1588;;;;;;
7990;;759;;;;;;
939;;2360;;;;;;
5376;;4200;;;;;;
2903;;2959;;;;;;
394;;953;;;;;;
1748;;13009;;;;;;
3101;;1163;;;;;;
1452;;2039;;;;;;
1544;;1708;;;;;;
707;;1289;;;;;;
4664;;2082;;;;;;
1310;;1229;;;;;;
995;;963;;;;;;
2419;;1970;;;;;;
1573;;3298;;;;;;
1399;;1488;;;;;;
1499;;1092;;;;;;
2797;;1898;;;;;;
4734;;892;;;;;;
9835;;3067;;;;;;
836;;1518;;;;;;
2970;;5498;;;;;;
6083;;614;;;;;;
3093;;1179;;;;;;
1350;;878;;;;;;
2957;;688;;;;;;
2358;;120;;;;;;
1203;;419;;;;;;
839;;5018;;;;;;
1970;;1058;;;;;;
559;;675;;;;;;
2181;;978;;;;;;
2959;;892;;;;;;
2047;;1732;;;;;;
2689;;3517;;;;;;
4247;;939;;;;;;
710;;2181;;;;;;
6125;;2439;;;;;;
1200;;1914;;;;;;
639;;1359;;;;;;
11624;;3298;;;;;;
4007;;2688;;;;;;
4904;;3547;;;;;;
3719;;1188;;;;;;
2196;;949;;;;;;
1963;;137;;;;;;
2087;;1449;;;;;;
3809;;1384;;;;;;
1131;;5936;;;;;;
1098;;1677;;;;;;
4806;;1706;;;;;;
1848;;5648;;;;;;
437;;2248;;;;;;
1952;;1320;;;;;;
3246;;2995;;;;;;
2179;;1038;;;;;;
4189;;1398;;;;;;
2527;;943;;;;;;
1757;;1311;;;;;;
4296;;4274;;;;;;
6650;;1200;;;;;;
1158;;568;;;;;;
2119;;1332;;;;;;
2147;;779;;;;;;
1221;;849;;;;;;
1148;;1016;;;;;;
2261;;462;;;;;;
2529;;1788;;;;;;
3535;;1331;;;;;;
3759;;959;;;;;;
14036;;2979;;;;;;
2604;;1478;;;;;;
3290;;1251;;;;;;
1247;;508;;;;;;
1416;;2033;;;;;;
1123;;1478;;;;;;
460;;2799;;;;;;
1542;;1696;;;;;;
825;;1850;;;;;;
1384;;2045;;;;;;
2452;;807;;;;;;
531;;2667;;;;;;
256;;1722;;;;;;
2468;;459;;;;;;
1199;;2089;;;;;;
1909;;6259;;;;;;
2822;;1033;;;;;;
2005;;939;;;;;;
1323;;3829;;;;;;
1099;;507;;;;;;
1186;;747;;;;;;
1847;;3052;;;;;;
1462;;2148;;;;;;
3043;;1798;;;;;;
2074;;618;;;;;;
4640;;1648;;;;;;
4145;;439;;;;;;
4029;;1278;;;;;;
449;;1058;;;;;;
3564;;3340;;;;;;
3225;;338;;;;;;
6103;;3608;;;;;;
1249;;788;;;;;;
1024;;2849;;;;;;
2201;;1918;;;;;;
1499;;1696;;;;;;
678;;1948;;;;;;
2206;;4799;;;;;;
1975;;1477;;;;;;
1526;;1188;;;;;;
2676;;3008;;;;;;
2845;;2834;;;;;;
3712;;1765;;;;;;
1402;;1611;;;;;;
2147;;1681;;;;;;
1154;;19519;;;;;;
1455;;2494;;;;;;
6194;;6013;;;;;;
2174;;275;;;;;;
1731;;1848;;;;;;
3979;;1088;;;;;;
3534;;2502;;;;;;
3782;;813;;;;;;
2044;;5098;;;;;;
1876;;5548;;;;;;
2373;;4036;;;;;;
3626;;3018;;;;;;
2610;;1899;;;;;;
1142;;1198;;;;;;
323;;1739;;;;;;
599;;2295;;;;;;
1033;;1116;;;;;;
3836;;1473;;;;;;
4042;;4419;;;;;;
1912;;441;;;;;;
1039;;598;;;;;;
1411;;758;;;;;;
2439;;1469;;;;;;
2548;;3709;;;;;;
1999;;1918;;;;;;
2447;;1200;;;;;;
2027;;3714;;;;;;
740;;1538;;;;;;
4693;;1292;;;;;;
1001;;988;;;;;;
1986;;1909;;;;;;
6238;;734;;;;;;
1437;;332;;;;;;
2191;;4717;;;;;;
6349;;2937;;;;;;
5362;;328;;;;;;
3937;;2048;;;;;;
882;;3598;;;;;;
1005;;609;;;;;;
2035;;1022;;;;;;
4046;;4826;;;;;;
1188;;1871;;;;;;
1356;;1090;;;;;;
1392;;4677;;;;;;
2047;;787;;;;;;
2339;;698;;;;;;
1682;;5849;;;;;;
3490;;2161;;;;;;
2705;;811;;;;;;
5695;;8729;;;;;;
4340;;1499;;;;;;
2299;;1028;;;;;;
2944;;518;;;;;;
1930;;3339;;;;;;
2211;;1117;;;;;;
1544;;4099;;;;;;
898;;1069;;;;;;
5605;;2298;;;;;;
2138;;15215;;;;;;
1778;;887;;;;;;
1063;;960;;;;;;
1496;;544;;;;;;
1266;;641;;;;;;
5962;;2050;;;;;;
1108;;7298;;;;;;
3330;;2116;;;;;;
3028;;3606;;;;;;
2574;;548;;;;;;
1780;;1939;;;;;;
2052;;467;;;;;;
1907;;633;;;;;;
939;;2311;;;;;;
1825;;1153;;;;;;
1848;;2069;;;;;;
1632;;2262;;;;;;
879;;773;;;;;;
3114;;1598;;;;;;
1068;;1068;;;;;;
2137;;772;;;;;;
3177;;1728;;;;;;
1328;;2248;;;;;;
1312;;835;;;;;;
2467;;5028;;;;;;
2005;;5367;;;;;;
6752;;1654;;;;;;
2379;;1767;;;;;;
5192;;1498;;;;;;
1220;;1098;;;;;;
4009;;1428;;;;;;
5769;;469;;;;;;
2052;;1568;;;;;;
2875;;5406;;;;;;
922;;813;;;;;;
6958;;3829;;;;;;
2333;;1796;;;;;;
1951;;3548;;;;;;
1761;;2757;;;;;;
1367;;840;;;;;;
1646;;1903;;;;;;
1677;;585;;;;;;
4269;;2974;;;;;;
6484;;1468;;;;;;
5398;;1559;;;;;;
3206;;3503;;;;;;
1314;;1304;;;;;;
1147;;1209;;;;;;
1039;;3037;;;;;;
1499;;1138;;;;;;
3688;;1306;;;;;;
5091;;1922;;;;;;
1174;;1942;;;;;;
2212;;758;;;;;;
3049;;3256;;;;;;
3429;;2044;;;;;;
1205;;2834;;;;;;
1372;;2235;;;;;;
269;;748;;;;;;
3487;;4453;;;;;;
1084;;1267;;;;;;
2347;;1281;;;;;;
1499;;443;;;;;;
1826;;1698;;;;;;
3335;;327;;;;;;
3196;;1226;;;;;;
2908;;1566;;;;;;
2767;;1498;;;;;;
2909;;1699;;;;;;
4592;;638;;;;;;
687;;1845;;;;;;
2225;;1127;;;;;;
1722;;3548;;;;;;
3510;;1264;;;;;;
2474;;888;;;;;;
1401;;593;;;;;;
1927;;929;;;;;;
1064;;1369;;;;;;
2000;;2668;;;;;;
1407;;1219;;;;;;
3582;;579;;;;;;
13129;;1289;;;;;;
2077;;2792;;;;;;
4295;;2098;;;;;;
1593;;1969;;;;;;
1532;;1008;;;;;;
689;;3707;;;;;;
2049;;697;;;;;;
2734;;4824;;;;;;
2029;;2614;;;;;;
2693;;1498;;;;;;
949;;1898;;;;;;
3118;;1399;;;;;;
2147;;2598;;;;;;
2119;;3498;;;;;;
4581;;998;;;;;;
4127;;194;;;;;;
3037;;3196;;;;;;
3341;;1030;;;;;;
2743;;465;;;;;;
4952;;2379;;;;;;
290;;2005;;;;;;
3133;;1094;;;;;;
2049;;977;;;;;;
8783;;1893;;;;;;
4299;;989;;;;;;
2231;;1308;;;;;;
2471;;989;;;;;;
1929;;1509;;;;;;
2651;;1235;;;;;;
1661;;2059;;;;;;
1598;;808;;;;;;
4105;;5889;;;;;;
5444;;4232;;;;;;
3440;;2690;;;;;;
2027;;1180;;;;;;
2664;;549;;;;;;
2951;;2928;;;;;;
2631;;1859;;;;;;
2147;;3708;;;;;;
2341;;440;;;;;;
1862;;3699;;;;;;
2905;;2277;;;;;;
5049;;2241;;;;;;
6074;;2237;;;;;;
1393;;1249;;;;;;
1163;;5548;;;;;;
2453;;668;;;;;;
1548;;1573;;;;;;
2211;;2083;;;;;;
1056;;681;;;;;;
2149;;2046;;;;;;
4932;;2002;;;;;;
530;;549;;;;;;
1364;;5660;;;;;;
2660;;933;;;;;;
2533;;1066;;;;;;
2090;;1068;;;;;;
394;;653;;;;;;
2762;;3491;;;;;;
2047;;4795;;;;;;
1098;;2308;;;;;;
1027;;1349;;;;;;
3997;;3148;;;;;;
5019;;883;;;;;;
1201;;608;;;;;;
1779;;443;;;;;;
1848;;2002;;;;;;
1354;;767;;;;;;
10039;;7334;;;;;;
3723;;699;;;;;;
2489;;1598;;;;;;
5045;;1559;;;;;;
1832;;624;;;;;;
1704;;1530;;;;;;
463;;6098;;;;;;
1038;;559;;;;;;
1024;;2908;;;;;;
1702;;1351;;;;;;
3446;;4258;;;;;;
1251;;337;;;;;;
3046;;4605;;;;;;
3117;;717;;;;;;
1429;;4498;;;;;;
2571;;1434;;;;;;
1750;;3091;;;;;;
1431;;1922;;;;;;
1555;;1178;;;;;;
3216;;2088;;;;;;
1781;;3253;;;;;;
2453;;2199;;;;;;
2749;;498;;;;;;
439;;1434;;;;;;
3233;;1548;;;;;;
2230;;868;;;;;;
1605;;1948;;;;;;
1788;;1294;;;;;;
3542;;553;;;;;;
766;;8658;;;;;;
2144;;2073;;;;;;
4490;;5548;;;;;;
2197;;1857;;;;;;
1192;;538;;;;;;
5553;;1133;;;;;;
4276;;629;;;;;;
1048;;1739;;;;;;
5096;;798;;;;;;
4214;;431;;;;;;
2625;;1079;;;;;;
2778;;877;;;;;;
5370;;6645;;;;;;
3199;;491;;;;;;
3028;;3387;;;;;;
2744;;1396;;;;;;
1278;;1259;;;;;;
1499;;439;;;;;;
2549;;704;;;;;;
1548;;3317;;;;;;
4910;;1784;;;;;;
2112;;508;;;;;;
1499;;333;;;;;;
1194;;2942;;;;;;
3205;;488;;;;;;
2780;;2742;;;;;;
926;;1098;;;;;;
1528;;1150;;;;;;
2147;;386;;;;;;
1408;;1166;;;;;;
2878;;1809;;;;;;
4730;;2198;;;;;;
3322;;1324;;;;;;
2078;;698;;;;;;
2348;;2499;;;;;;
2132;;958;;;;;;
4498;;1610;;;;;;
2984;;2889;;;;;;
3765;;1419;;;;;;
6300;;893;;;;;;
1910;;521;;;;;;
1740;;3974;;;;;;
999;;1789;;;;;;
2962;;4818;;;;;;
1095;;1422;;;;;;
4849;;718;;;;;;
2915;;1038;;;;;;
3747;;1884;;;;;;
1039;;669;;;;;;
4290;;1159;;;;;;
6193;;1176;;;;;;
2269;;2583;;;;;;
2440;;709;;;;;;
3253;;604;;;;;;
890;;1909;;;;;;
4994;;939;;;;;;
1048;;4674;;;;;;
1717;;1947;;;;;;
562;;2060;;;;;;
4570;;720;;;;;;
9304;;2756;;;;;;
590;;1241;;;;;;
3251;;1555;;;;;;
2447;;2478;;;;;;
1038;;435;;;;;;
3679;;1303;;;;;;
2949;;1497;;;;;;
1529;;1359;;;;;;
5268;;288;;;;;;
2520;;1135;;;;;;
4421;;938;;;;;;
5202;;258;;;;;;
4522;;686;;;;;;
3076;;1079;;;;;;
2021;;686;;;;;;
4107;;1634;;;;;;
1186;;1379;;;;;;
3751;;769;;;;;;
1447;;716;;;;;;
1869;;278;;;;;;
822;;2113;;;;;;
2949;;1384;;;;;;
1119;;748;;;;;;
10693;;1871;;;;;;
3130;;1917;;;;;;
789;;3698;;;;;;
1850;;645;;;;;;
1344;;927;;;;;;
5989;;1191;;;;;;
1176;;1624;;;;;;
4866;;1458;;;;;;
4793;;1598;;;;;;
964;;2294;;;;;;
1695;;7298;;;;;;
567;;1519;;;;;;
941;;672;;;;;;
1840;;798;;;;;;
859;;5150;;;;;;
2378;;839;;;;;;
2268;;7517;;;;;;
1515;;659;;;;;;
1150;;625;;;;;;
1826;;3659;;;;;;
1961;;355;;;;;;
2952;;359;;;;;;
1094;;517;;;;;;
4161;;3489;;;;;;
3374;;2747;;;;;;
3396;;2720;;;;;;
647;;2924;;;;;;
2319;;1349;;;;;;
1780;;658;;;;;;
297;;545;;;;;;
625;;1629;;;;;;
1167;;709;;;;;;
5619;;6827;;;;;;
3400;;5599;;;;;;
2127;;458;;;;;;
3559;;2098;;;;;;
2008;;988;;;;;;
2549;;819;;;;;;
4426;;4076;;;;;;
7742;;2029;;;;;;
6347;;257;;;;;;
2047;;981;;;;;;
1084;;1159;;;;;;
433;;2976;;;;;;
3644;;449;;;;;;
1437;;1522;;;;;;
13902;;749;;;;;;
2132;;1567;;;;;;
1562;;854;;;;;;
3112;;1703;;;;;;
3220;;679;;;;;;
3016;;1023;;;;;;
989;;437;;;;;;
1891;;1780;;;;;;
1323;;3479;;;;;;
3008;;3188;;;;;;
3892;;1168;;;;;;
2147;;992;;;;;;
6764;;1119;;;;;;
854;;1476;;;;;;
4897;;808;;;;;;
1299;;2351;;;;;;
5301;;1423;;;;;;
1298;;828;;;;;;
2631;;2625;;;;;;
2139;;1394;;;;;;
7669;;825;;;;;;
4149;;4598;;;;;;
1122;;2556;;;;;;
5699;;448;;;;;;
7355;;1108;;;;;;
679;;4999;;;;;;
1499;;721;;;;;;
2077;;238;;;;;;
1655;;2908;;;;;;
17429;;2148;;;;;;
4399;;3375;;;;;;
1523;;1038;;;;;;
2586;;2035;;;;;;
2133;;2998;;;;;;
3109;;470;;;;;;
1842;;1550;;;;;;
790;;499;;;;;;
3047;;1091;;;;;;
1518;;1095;;;;;;
1117;;1278;;;;;;
2656;;699;;;;;;
884;;3295;;;;;;
2814;;1007;;;;;;
3221;;2828;;;;;;
2791;;1207;;;;;;
5063;;378;;;;;;
4245;;3191;;;;;;
1633;;1533;;;;;;
3296;;2360;;;;;;
2596;;3095;;;;;;
2038;;4338;;;;;;
2002;;4822;;;;;;
1248;;1999;;;;;;
2674;;1248;;;;;;
2296;;4498;;;;;;
1956;;1757;;;;;;
1499;;872;;;;;;
2527;;11149;;;;;;
2921;;989;;;;;;
4620;;2197;;;;;;
1186;;618;;;;;;
4286;;1015;;;;;;
1465;;817;;;;;;
5277;;2178;;;;;;
808;;3011;;;;;;
5203;;1288;;;;;;
3694;;1442;;;;;;
928;;5798;;;;;;
5212;;1128;;;;;;
5703;;888;;;;;;
5019;;7138;;;;;;
1226;;1357;;;;;;
3469;;3248;;;;;;
3872;;1988;;;;;;
502;;2454;;;;;;
2047;;898;;;;;;
2185;;2147;;;;;;
3052;;599;;;;;;
6615;;916;;;;;;
3376;;2318;;;;;;
2409;;858;;;;;;
2130;;1428;;;;;;
1252;;352;;;;;;
1771;;2186;;;;;;
1548;;280;;;;;;
433;;1306;;;;;;
1971;;1512;;;;;;
1537;;2472;;;;;;
1499;;2408;;;;;;
2352;;1237;;;;;;
6156;;1896;;;;;;
1848;;644;;;;;;
3046;;988;;;;;;
535;;1440;;;;;;
1839;;3198;;;;;;
1048;;749;;;;;;
1279;;1525;;;;;;
3332;;2562;;;;;;
1384;;1739;;;;;;
3011;;1558;;;;;;
1322;;2359;;;;;;
2549;;1619;;;;;;
1036;;1708;;;;;;
4568;;3042;;;;;;
2533;;1532;;;;;;
2029;;2478;;;;;;
639;;419;;;;;;
1548;;433;;;;;;
4092;;900;;;;;;
5883;;1078;;;;;;
5546;;544;;;;;;
796;;1770;;;;;;
2520;;1696;;;;;;
1184;;845;;;;;;
939;;9998;;;;;;
900;;3094;;;;;;
1798;;1384;;;;;;
3016;;268;;;;;;
3123;;2609;;;;;;
4041;;599;;;;;;
1299;;382;;;;;;
4578;;747;;;;;;
393;;379;;;;;;
2453;;562;;;;;;
1503;;695;;;;;;
1571;;1148;;;;;;
4965;;2907;;;;;;
2480;;838;;;;;;
3477;;741;;;;;;
1258;;1465;;;;;;
6429;;1099;;;;;;
2584;;1675;;;;;;
757;;5192;;;;;;
2547;;647;;;;;;
963;;984;;;;;;
1544;;2254;;;;;;
2092;;2906;;;;;;
1167;;1065;;;;;;
2343;;1294;;;;;;
1994;;1009;;;;;;
2864;;837;;;;;;
2046;;1219;;;;;;
2156;;2823;;;;;;
3295;;1260;;;;;;
3374;;518;;;;;;
2134;;803;;;;;;
1682;;1723;;;;;;
2599;;1681;;;;;;
10170;;5018;;;;;;
2514;;1369;;;;;;
885;;534;;;;;;
3073;;3396;;;;;;
6562;;3018;;;;;;
2973;;285;;;;;;
2906;;1254;;;;;;
1117;;1881;;;;;;
3427;;918;;;;;;
5648;;547;;;;;;
1674;;618;;;;;;
5439;;3409;;;;;;
728;;2563;;;;;;
1538;;3112;;;;;;
2269;;2109;;;;;;
2535;;1185;;;;;;
674;;2519;;;;;;
824;;2931;;;;;;
1165;;2248;;;;;;
2408;;1168;;;;;;
832;;6367;;;;;;
2139;;489;;;;;;
2079;;657;;;;;;
6802;;1498;;;;;;
6040;;180;;;;;;
4620;;4340;;;;;;
1203;;1626;;;;;;
1499;;3468;;;;;;
4101;;839;;;;;;
1087;;893;;;;;;
1953;;926;;;;;;
4058;;1107;;;;;;
3928;;918;;;;;;
5138;;516;;;;;;
2689;;878;;;;;;
2400;;497;;;;;;
1748;;724;;;;;;
4851;;1478;;;;;;
2448;;919;;;;;;
3281;;458;;;;;;
1650;;1109;;;;;;
1661;;429;;;;;;
1499;;698;;;;;;
770;;894;;;;;;
3178;;790;;;;;;
2455;;4219;;;;;;
346;;1891;;;;;;
1038;;4579;;;;;;
2718;;1279;;;;;;
1848;;468;;;;;;
1512;;628;;;;;;
1553;;809;;;;;;
1470;;1599;;;;;;
3014;;3429;;;;;;
1499;;678;;;;;;
2056;;676;;;;;;
7959;;1789;;;;;;
2047;;238;;;;;;
3216;;2668;;;;;;
1555;;298;;;;;;
1872;;3886;;;;;;
7685;;3300;;;;;;
3227;;2847;;;;;;
15162;;2729;;;;;;
1391;;597;;;;;;
1795;;2288;;;;;;
1844;;8288;;;;;;
2554;;591;;;;;;
3301;;358;;;;;;
7398;;3904;;;;;;
930;;1378;;;;;;
2274;;2700;;;;;;
963;;1708;;;;;;
2327;;2152;;;;;;
1990;;951;;;;;;
788;;1049;;;;;;
1548;;2066;;;;;;
2397;;559;;;;;;
2020;;985;;;;;;
1538;;1098;;;;;;
1299;;3089;;;;;;
2776;;851;;;;;;
1657;;2259;;;;;;
8642;;298;;;;;;
2599;;3118;;;;;;
2513;;2226;;;;;;
1499;;4398;;;;;;
827;;1809;;;;;;
3725;;2410;;;;;;
2685;;1310;;;;;;
757;;3119;;;;;;
2560;;5302;;;;;;
3850;;739;;;;;;
1752;;748;;;;;;
1825;;954;;;;;;
1337;;998;;;;;;
2570;;1370;;;;;;
8883;;2114;;;;;;
519;;1278;;;;;;
1321;;4582;;;;;;
2538;;2016;;;;;;
2924;;939;;;;;;
2529;;2148;;;;;;
1624;;618;;;;;;
1048;;1408;;;;;;
2074;;439;;;;;;
4264;;1257;;;;;;
1096;;448;;;;;;
4134;;3609;;;;;;
2779;;2146;;;;;;
2726;;2502;;;;;;
5099;;842;;;;;;
2360;;6098;;;;;;
2584;;3101;;;;;;
3213;;668;;;;;;
1317;;477;;;;;;
1171;;1384;;;;;;
7816;;1384;;;;;;
1039;;1648;;;;;;
3545;;748;;;;;;
2014;;551;;;;;;
2404;;1539;;;;;;
3047;;617;;;;;;
2332;;1328;;;;;;
5344;;1769;;;;;;
1528;;1029;;;;;;
1098;;387;;;;;;
916;;3039;;;;;;
4409;;428;;;;;;
3621;;1948;;;;;;
522;;2830;;;;;;
1043;;2353;;;;;;
2719;;3298;;;;;;
637;;2654;;;;;;
2027;;1042;;;;;;
2604;;3548;;;;;;
1982;;2376;;;;;;
1048;;1942;;;;;;
1499;;2279;;;;;;
2118;;1384;;;;;;
1990;;3796;;;;;;
3874;;3979;;;;;;
5985;;617;;;;;;
2809;;3237;;;;;;
1808;;2694;;;;;;
2188;;1221;;;;;;
369;;1256;;;;;;
1812;;1859;;;;;;
2926;;1233;;;;;;
2808;;402;;;;;;
2676;;339;;;;;;
1381;;524;;;;;;
2269;;2693;;;;;;
4733;;2749;;;;;;
824;;914;;;;;;
449;;3132;;;;;;
1649;;3918;;;;;;
2991;;2597;;;;;;
2868;;2437;;;;;;
644;;879;;;;;;
2070;;3112;;;;;;
1692;;1016;;;;;;
1908;;3288;;;;;;
634;;3097;;;;;;
1249;;669;;;;;;
1420;;698;;;;;;
2027;;856;;;;;;
1308;;637;;;;;;
3046;;1558;;;;;;
2730;;168;;;;;;
839;;399;;;;;;
2212;;1622;;;;;;
1139;;3181;;;;;;
2130;;4724;;;;;;
984;;1938;;;;;;
1405;;981;;;;;;
2791;;3249;;;;;;
907;;843;;;;;;
4322;;1067;;;;;;
1920;;1846;;;;;;
2049;;3548;;;;;;
2976;;276;;;;;;
2019;;579;;;;;;
3337;;485;;;;;;
1048;;2598;;;;;;
1745;;916;;;;;;
1950;;2199;;;;;;
1867;;1129;;;;;;
2587;;3849;;;;;;
6636;;2898;;;;;;
1856;;825;;;;;;
1848;;3178;;;;;;
5210;;1397;;;;;;
4186;;433;;;;;;
1946;;1229;;;;;;
5140;;9774;;;;;;
2631;;2326;;;;;;
3116;;1964;;;;;;
2767;;3188;;;;;;
3990;;2949;;;;;;
169;;2669;;;;;;
5862;;2658;;;;;;
2826;;437;;;;;;
2880;;3268;;;;;;
2648;;3344;;;;;;
2000;;1125;;;;;;
614;;4721;;;;;;
2447;;4009;;;;;;
1803;;2907;;;;;;
1499;;1318;;;;;;
4245;;8591;;;;;;
4045;;495;;;;;;
2790;;5866;;;;;;
8111;;578;;;;;;
