Кластер 1;Кластер 2;Кластер 3;Кластер 4;;;;;
1150;;1478;;;;;;
1532;;443;;;;;;
1047;;4808;;;;;;
449;;799;;;;;;
1111;;609;;;;;;
1550;;2430;;;;;;
1262;;1277;;;;;;
1048;;2929;;;;;;
1129;;1558;;;;;;
2959;;3553;;;;;;
561;;1672;;;;;;
2816;;448;;;;;;
1089;;301;;;;;;
240;;443;;;;;;
6698;;518;;;;;;
1462;;1042;;;;;;
1964;;2329;;;;;;
2757;;3083;;;;;;
1499;;3876;;;;;;
1079;;963;;;;;;
5049;;972;;;;;;
818;;609;;;;;;
4245;;3785;;;;;;
2267;;742;;;;;;
479;;325;;;;;;
5066;;798;;;;;;
2633;;1010;;;;;;
1953;;11007;;;;;;
1039;;1239;;;;;;
2292;;2220;;;;;;
2949;;2037;;;;;;
523;;1658;;;;;;
4245;;4753;;;;;;
1848;;380;;;;;;
2051;;1099;;;;;;
3868;;3772;;;;;;
2010;;6727;;;;;;
3323;;1278;;;;;;
1335;;2868;;;;;;
1098;;981;;;;;;
3757;;1976;;;;;;
1795;;2131;;;;;;
2283;;1377;;;;;;
1752;;2191;;;;;;
3447;;1428;;;;;;
4306;;1583;;;;;;
3557;;1229;;;;;;
2209;;1038;;;;;;
4996;;1358;;;;;;
1044;;1827;;;;;;
411;;1040;;;;;;
3893;;759;;;;;;
629;;1519;;;;;;
1098;;3807;;;;;;
1202;;712;;;;;;
1978;;3596;;;;;;
1798;;973;;;;;;
2765;;2029;;;;;;
2650;;579;;;;;;
1499;;1209;;;;;;
1647;;1986;;;;;;
532;;937;;;;;;
1469;;445;;;;;;
1257;;644;;;;;;
1399;;609;;;;;;
2739;;1918;;;;;;
368;;2379;;;;;;
500;;2499;;;;;;
3447;;2648;;;;;;
2631;;406;;;;;;
3583;;1149;;;;;;
1157;;908;;;;;;
1527;;2497;;;;;;
4811;;3709;;;;;;
1552;;2958;;;;;;
922;;998;;;;;;
2083;;3583;;;;;;
2835;;733;;;;;;
16835;;1218;;;;;;
2779;;1898;;;;;;
4066;;3285;;;;;;
5604;;528;;;;;;
4865;;626;;;;;;
1760;;2535;;;;;;
2029;;532;;;;;;
2745;;1459;;;;;;
1323;;939;;;;;;
3184;;1276;;;;;;
4153;;1334;;;;;;
5037;;2998;;;;;;
1982;;3824;;;;;;
1326;;2489;;;;;;
2587;;3898;;;;;;
2659;;650;;;;;;
4209;;1498;;;;;;
2076;;3886;;;;;;
4327;;2177;;;;;;
2147;;2718;;;;;;
2554;;5338;;;;;;
976;;1098;;;;;;
2323;;2042;;;;;;
4140;;2329;;;;;;
2189;;907;;;;;;
1322;;898;;;;;;
907;;348;;;;;;
2391;;2667;;;;;;
1876;;348;;;;;;
1828;;998;;;;;;
1063;;1031;;;;;;
1824;;537;;;;;;
1890;;500;;;;;;
2019;;1449;;;;;;
2125;;1839;;;;;;
2938;;1084;;;;;;
1221;;3478;;;;;;
2949;;649;;;;;;
4065;;707;;;;;;
3361;;800;;;;;;
2047;;750;;;;;;
3144;;831;;;;;;
1392;;401;;;;;;
1954;;10290;;;;;;
2958;;1428;;;;;;
1979;;2630;;;;;;
2147;;1856;;;;;;
1668;;370;;;;;;
1018;;1781;;;;;;
3524;;4139;;;;;;
7529;;649;;;;;;
4034;;5244;;;;;;
2047;;2068;;;;;;
2112;;2048;;;;;;
1806;;3598;;;;;;
3624;;478;;;;;;
1003;;2431;;;;;;
4441;;1633;;;;;;
2483;;5750;;;;;;
5899;;1767;;;;;;
1280;;1168;;;;;;
2589;;7326;;;;;;
1714;;1017;;;;;;
2227;;2854;;;;;;
4080;;538;;;;;;
4377;;311;;;;;;
2523;;711;;;;;;
4849;;498;;;;;;
3540;;1378;;;;;;
3188;;913;;;;;;
457;;1968;;;;;;
2089;;1726;;;;;;
1263;;1079;;;;;;
3611;;1537;;;;;;
1459;;533;;;;;;
2730;;1163;;;;;;
848;;513;;;;;;
3582;;1988;;;;;;
2011;;2094;;;;;;
1295;;5084;;;;;;
904;;1959;;;;;;
1038;;687;;;;;;
2060;;2167;;;;;;
2044;;1928;;;;;;
3360;;4223;;;;;;
2543;;2899;;;;;;
2127;;5019;;;;;;
1048;;1509;;;;;;
634;;1094;;;;;;
2027;;164;;;;;;
3447;;1164;;;;;;
1149;;4037;;;;;;
1720;;797;;;;;;
2589;;887;;;;;;
2060;;958;;;;;;
798;;918;;;;;;
333;;9998;;;;;;
2554;;900;;;;;;
3974;;3027;;;;;;
2686;;2043;;;;;;
1822;;388;;;;;;
4686;;567;;;;;;
732;;527;;;;;;
4522;;1428;;;;;;
2027;;1739;;;;;;
1994;;1058;;;;;;
3827;;2476;;;;;;
2095;;1079;;;;;;
1463;;5068;;;;;;
2461;;2183;;;;;;
1038;;1642;;;;;;
2197;;4278;;;;;;
3719;;1699;;;;;;
2899;;868;;;;;;
4927;;751;;;;;;
540;;1746;;;;;;
2149;;667;;;;;;
2418;;439;;;;;;
1553;;2166;;;;;;
748;;486;;;;;;
2929;;679;;;;;;
1445;;698;;;;;;
3034;;1199;;;;;;
1321;;4658;;;;;;
796;;1074;;;;;;
4964;;618;;;;;;
2945;;3337;;;;;;
1094;;966;;;;;;
2027;;1908;;;;;;
8958;;629;;;;;;
1036;;917;;;;;;
5211;;898;;;;;;
1303;;5498;;;;;;
302;;855;;;;;;
8336;;5179;;;;;;
2127;;1174;;;;;;
2834;;390;;;;;;
1399;;1658;;;;;;
2079;;1849;;;;;;
2148;;1049;;;;;;
1094;;1252;;;;;;
774;;1079;;;;;;
1629;;1709;;;;;;
2116;;3910;;;;;;
6073;;3969;;;;;;
2389;;5275;;;;;;
6642;;3479;;;;;;
2027;;2330;;;;;;
214;;989;;;;;;
618;;2233;;;;;;
954;;1079;;;;;;
1397;;1617;;;;;;
363;;1221;;;;;;
3740;;4401;;;;;;
1682;;1218;;;;;;
3403;;519;;;;;;
1521;;3608;;;;;;
2047;;5820;;;;;;
1048;;1188;;;;;;
4162;;1707;;;;;;
2243;;1584;;;;;;
2893;;1603;;;;;;
1352;;1128;;;;;;
507;;789;;;;;;
2051;;2308;;;;;;
5448;;2594;;;;;;
1152;;1617;;;;;;
903;;1548;;;;;;
2792;;2453;;;;;;
2184;;1599;;;;;;
2027;;1846;;;;;;
4195;;4628;;;;;;
3822;;1012;;;;;;
5161;;5498;;;;;;
1568;;1498;;;;;;
1614;;509;;;;;;
2995;;2222;;;;;;
1173;;3098;;;;;;
2861;;578;;;;;;
596;;969;;;;;;
905;;3276;;;;;;
3473;;406;;;;;;
1376;;856;;;;;;
94;;665;;;;;;
6771;;1596;;;;;;
956;;639;;;;;;
4068;;442;;;;;;
2047;;728;;;;;;
1387;;549;;;;;;
2163;;1898;;;;;;
452;;1953;;;;;;
2589;;6034;;;;;;
901;;1101;;;;;;
4145;;1129;;;;;;
2544;;3597;;;;;;
5069;;468;;;;;;
2801;;5544;;;;;;
1555;;666;;;;;;
1098;;1448;;;;;;
3949;;2977;;;;;;
4034;;1129;;;;;;
13065;;3978;;;;;;
1750;;1657;;;;;;
5324;;4093;;;;;;
1798;;522;;;;;;
1051;;2686;;;;;;
1273;;2470;;;;;;
9849;;3368;;;;;;
2147;;1259;;;;;;
3092;;618;;;;;;
2276;;3857;;;;;;
1292;;3335;;;;;;
2540;;4250;;;;;;
2439;;1725;;;;;;
801;;6527;;;;;;
1638;;1698;;;;;;
2047;;3188;;;;;;
2635;;12444;;;;;;
567;;2198;;;;;;
892;;1428;;;;;;
1372;;5800;;;;;;
3016;;1470;;;;;;
1886;;2500;;;;;;
1702;;667;;;;;;
2675;;1216;;;;;;
579;;848;;;;;;
1502;;1214;;;;;;
1153;;2963;;;;;;
4118;;297;;;;;;
1264;;2051;;;;;;
1089;;853;;;;;;
1342;;1433;;;;;;
1486;;1803;;;;;;
2244;;3017;;;;;;
3961;;2119;;;;;;
4767;;1117;;;;;;
1858;;2769;;;;;;
3885;;1979;;;;;;
2839;;729;;;;;;
2719;;2199;;;;;;
1705;;2547;;;;;;
3447;;338;;;;;;
4724;;2656;;;;;;
2470;;469;;;;;;
1138;;2478;;;;;;
8836;;1998;;;;;;
1022;;1429;;;;;;
1748;;2029;;;;;;
939;;339;;;;;;
1798;;770;;;;;;
1102;;6169;;;;;;
1116;;441;;;;;;
3837;;1218;;;;;;
1899;;4736;;;;;;
2260;;1667;;;;;;
1586;;264;;;;;;
1057;;2108;;;;;;
2745;;686;;;;;;
2632;;349;;;;;;
1083;;4599;;;;;;
1632;;3608;;;;;;
4631;;517;;;;;;
4460;;1696;;;;;;
4025;;2862;;;;;;
6539;;1435;;;;;;
1393;;698;;;;;;
449;;2450;;;;;;
2001;;2108;;;;;;
1894;;879;;;;;;
1086;;2298;;;;;;
1098;;999;;;;;;
1377;;610;;;;;;
1334;;679;;;;;;
2147;;1633;;;;;;
2747;;4919;;;;;;
2166;;949;;;;;;
473;;3228;;;;;;
3896;;1338;;;;;;
1548;;5498;;;;;;
3719;;2567;;;;;;
1001;;1695;;;;;;
2224;;598;;;;;;
1829;;700;;;;;;
1285;;716;;;;;;
2686;;599;;;;;;
2404;;840;;;;;;
4459;;439;;;;;;
3228;;2142;;;;;;
849;;1201;;;;;;
1499;;1869;;;;;;
2492;;858;;;;;;
3323;;648;;;;;;
2481;;4182;;;;;;
3693;;5955;;;;;;
2363;;199;;;;;;
1698;;2759;;;;;;
3959;;4229;;;;;;
3041;;2107;;;;;;
2814;;2329;;;;;;
2449;;788;;;;;;
2494;;1570;;;;;;
4280;;3749;;;;;;
1148;;2152;;;;;;
2846;;437;;;;;;
2324;;619;;;;;;
2077;;668;;;;;;
1130;;612;;;;;;
761;;2159;;;;;;
4296;;1663;;;;;;
1798;;1650;;;;;;
4292;;6939;;;;;;
1652;;536;;;;;;
2018;;1518;;;;;;
2961;;1435;;;;;;
2258;;1511;;;;;;
2312;;2290;;;;;;
2197;;2298;;;;;;
1527;;2697;;;;;;
1148;;379;;;;;;
1555;;820;;;;;;
8189;;1976;;;;;;
3048;;2176;;;;;;
348;;2066;;;;;;
1831;;4284;;;;;;
3214;;4553;;;;;;
1705;;3928;;;;;;
1217;;1136;;;;;;
3424;;1553;;;;;;
1895;;303;;;;;;
1914;;329;;;;;;
1574;;708;;;;;;
1482;;1427;;;;;;
1062;;936;;;;;;
2197;;1154;;;;;;
2290;;558;;;;;;
2409;;1049;;;;;;
2521;;1188;;;;;;
783;;397;;;;;;
2183;;1079;;;;;;
1157;;1725;;;;;;
2087;;3999;;;;;;
3016;;2119;;;;;;
2449;;1079;;;;;;
3069;;1098;;;;;;
1007;;7993;;;;;;
4680;;689;;;;;;
387;;1778;;;;;;
2799;;1094;;;;;;
2730;;3177;;;;;;
2138;;1249;;;;;;
610;;1148;;;;;;
13919;;7070;;;;;;
1960;;1183;;;;;;
2419;;3235;;;;;;
531;;497;;;;;;
3442;;1717;;;;;;
5253;;2573;;;;;;
1563;;1239;;;;;;
3293;;203;;;;;;
1254;;1498;;;;;;
1626;;1294;;;;;;
3499;;882;;;;;;
1536;;329;;;;;;
1705;;2224;;;;;;
2256;;6884;;;;;;
1045;;615;;;;;;
1098;;604;;;;;;
2189;;1309;;;;;;
2647;;999;;;;;;
2079;;1345;;;;;;
4303;;3689;;;;;;
2797;;534;;;;;;
5524;;2759;;;;;;
2260;;2938;;;;;;
2197;;2529;;;;;;
3059;;1420;;;;;;
904;;5498;;;;;;
1773;;4088;;;;;;
2347;;4818;;;;;;
1089;;1474;;;;;;
1098;;300;;;;;;
657;;3538;;;;;;
1309;;359;;;;;;
3014;;1078;;;;;;
6980;;1149;;;;;;
2493;;1498;;;;;;
443;;408;;;;;;
2318;;2293;;;;;;
3997;;894;;;;;;
1655;;898;;;;;;
1332;;1945;;;;;;
2100;;2150;;;;;;
7302;;958;;;;;;
5639;;2084;;;;;;
3498;;1063;;;;;;
6373;;1729;;;;;;
285;;2713;;;;;;
2223;;5498;;;;;;
2942;;1698;;;;;;
2676;;1398;;;;;;
3298;;2316;;;;;;
2645;;1502;;;;;;
2601;;1749;;;;;;
4922;;6246;;;;;;
2793;;4070;;;;;;
774;;3350;;;;;;
3670;;1039;;;;;;
1925;;1498;;;;;;
2963;;609;;;;;;
4294;;1488;;;;;;
1632;;867;;;;;;
2058;;359;;;;;;
3369;;1822;;;;;;
1340;;565;;;;;;
2006;;617;;;;;;
19189;;414;;;;;;
819;;2799;;;;;;
1686;;2279;;;;;;
2817;;2132;;;;;;
3074;;1898;;;;;;
1629;;1208;;;;;;
3097;;2089;;;;;;
6349;;3258;;;;;;
3246;;4398;;;;;;
1598;;787;;;;;;
5196;;1217;;;;;;
3595;;2746;;;;;;
2003;;678;;;;;;
1954;;1050;;;;;;
1373;;1499;;;;;;
4365;;1788;;;;;;
353;;909;;;;;;
3704;;1212;;;;;;
1549;;739;;;;;;
2662;;1498;;;;;;
658;;2063;;;;;;
2398;;5971;;;;;;
2197;;328;;;;;;
2077;;1248;;;;;;
6337;;3288;;;;;;
21229;;3438;;;;;;
2622;;1079;;;;;;
1616;;1398;;;;;;
5645;;2041;;;;;;
2297;;798;;;;;;
1253;;1909;;;;;;
1549;;2155;;;;;;
2429;;2496;;;;;;
1982;;758;;;;;;
8299;;1079;;;;;;
1748;;3288;;;;;;
1560;;5894;;;;;;
5127;;866;;;;;;
869;;1152;;;;;;
3054;;1309;;;;;;
2113;;1085;;;;;;
2156;;1228;;;;;;
1088;;329;;;;;;
1825;;2018;;;;;;
3154;;5013;;;;;;
1679;;1890;;;;;;
3246;;17198;;;;;;
3735;;966;;;;;;
1516;;2824;;;;;;
1666;;2092;;;;;;
3048;;462;;;;;;
1259;;1219;;;;;;
1486;;969;;;;;;
6990;;1079;;;;;;
2147;;439;;;;;;
1574;;849;;;;;;
1089;;339;;;;;;
1368;;726;;;;;;
1629;;10549;;;;;;
1288;;2176;;;;;;
5344;;610;;;;;;
4056;;699;;;;;;
3950;;1713;;;;;;
2197;;1798;;;;;;
2053;;1699;;;;;;
1398;;949;;;;;;
2427;;2908;;;;;;
278;;937;;;;;;
1075;;7118;;;;;;
2569;;717;;;;;;
3228;;2601;;;;;;
12471;;584;;;;;;
999;;2264;;;;;;
1361;;369;;;;;;
943;;955;;;;;;
2116;;1939;;;;;;
2814;;2659;;;;;;
3862;;3817;;;;;;
798;;1165;;;;;;
1908;;688;;;;;;
11726;;1870;;;;;;
3066;;3294;;;;;;
1629;;1547;;;;;;
1458;;4296;;;;;;
5964;;785;;;;;;
378;;662;;;;;;
2479;;1063;;;;;;
1981;;380;;;;;;
1240;;1124;;;;;;
1637;;2879;;;;;;
1330;;604;;;;;;
7326;;2308;;;;;;
1982;;814;;;;;;
3246;;1574;;;;;;
1272;;1014;;;;;;
1597;;698;;;;;;
8091;;8647;;;;;;
2622;;4689;;;;;;
1298;;2879;;;;;;
2046;;2098;;;;;;
904;;4853;;;;;;
3911;;4374;;;;;;
2413;;3188;;;;;;
3494;;1079;;;;;;
2289;;2304;;;;;;
5538;;1451;;;;;;
4059;;2135;;;;;;
2077;;981;;;;;;
3730;;567;;;;;;
1758;;1969;;;;;;
3722;;455;;;;;;
2168;;1469;;;;;;
2034;;1161;;;;;;
1763;;1298;;;;;;
9342;;5519;;;;;;
2454;;724;;;;;;
1284;;729;;;;;;
3885;;2977;;;;;;
2077;;1368;;;;;;
2197;;1296;;;;;;
1549;;3188;;;;;;
3396;;348;;;;;;
1106;;1598;;;;;;
629;;1198;;;;;;
1929;;3523;;;;;;
10134;;828;;;;;;
3746;;747;;;;;;
1487;;2479;;;;;;
1618;;648;;;;;;
1179;;877;;;;;;
3410;;662;;;;;;
1882;;1268;;;;;;
639;;366;;;;;;
1642;;1011;;;;;;
1237;;568;;;;;;
1088;;1224;;;;;;
2370;;1196;;;;;;
1809;;1816;;;;;;
1721;;1718;;;;;;
7253;;1683;;;;;;
1598;;2079;;;;;;
2999;;1179;;;;;;
2584;;1697;;;;;;
291;;1349;;;;;;
2097;;617;;;;;;
2298;;1278;;;;;;
5458;;1709;;;;;;
7446;;3298;;;;;;
3074;;1428;;;;;;
2449;;1447;;;;;;
2795;;1415;;;;;;
3180;;2729;;;;;;
3093;;5498;;;;;;
8589;;250;;;;;;
1014;;1453;;;;;;
3225;;645;;;;;;
519;;365;;;;;;
405;;1989;;;;;;
1899;;737;;;;;;
1832;;1774;;;;;;
1260;;4450;;;;;;
5994;;2982;;;;;;
1284;;2924;;;;;;
2097;;1498;;;;;;
7299;;1637;;;;;;
2822;;700;;;;;;
2277;;432;;;;;;
3795;;883;;;;;;
1098;;2099;;;;;;
2063;;1528;;;;;;
978;;684;;;;;;
2664;;698;;;;;;
2738;;687;;;;;;
1585;;2507;;;;;;
2654;;2069;;;;;;
383;;1038;;;;;;
713;;1851;;;;;;
1724;;489;;;;;;
5283;;4729;;;;;;
1708;;939;;;;;;
922;;1048;;;;;;
4850;;1305;;;;;;
1753;;3098;;;;;;
2381;;1008;;;;;;
2711;;1191;;;;;;
2999;;629;;;;;;
5157;;1899;;;;;;
2059;;3518;;;;;;
752;;2918;;;;;;
3497;;448;;;;;;
3069;;1776;;;;;;
409;;1758;;;;;;
1798;;12884;;;;;;
3481;;1419;;;;;;
2624;;2478;;;;;;
735;;3057;;;;;;
3649;;1438;;;;;;
4772;;2488;;;;;;
1142;;1358;;;;;;
8011;;2159;;;;;;
3970;;1008;;;;;;
1292;;2398;;;;;;
1871;;1036;;;;;;
2083;;1394;;;;;;
359;;1670;;;;;;
3148;;548;;;;;;
404;;726;;;;;;
8634;;1281;;;;;;
2946;;2377;;;;;;
2599;;489;;;;;;
1954;;988;;;;;;
3477;;1049;;;;;;
4447;;1588;;;;;;
1348;;1132;;;;;;
1870;;1698;;;;;;
3424;;3787;;;;;;
501;;2128;;;;;;
3122;;5599;;;;;;
5000;;2956;;;;;;
1536;;2420;;;;;;
3774;;1859;;;;;;
4519;;3316;;;;;;
1612;;4180;;;;;;
505;;876;;;;;;
2497;;838;;;;;;
1144;;3515;;;;;;
2149;;1012;;;;;;
3041;;2844;;;;;;
4601;;1594;;;;;;
2127;;1043;;;;;;
2462;;1142;;;;;;
1505;;747;;;;;;
1709;;1222;;;;;;
1098;;2519;;;;;;
3849;;2305;;;;;;
3912;;918;;;;;;
5387;;1098;;;;;;
1190;;419;;;;;;
1034;;3349;;;;;;
2984;;3207;;;;;;
1098;;6558;;;;;;
2986;;1041;;;;;;
5044;;4736;;;;;;
8821;;2415;;;;;;
3255;;1168;;;;;;
1732;;2025;;;;;;
3895;;2878;;;;;;
3091;;3427;;;;;;
497;;2619;;;;;;
2946;;933;;;;;;
910;;538;;;;;;
1598;;728;;;;;;
3694;;628;;;;;;
1414;;588;;;;;;
2547;;1968;;;;;;
2085;;1566;;;;;;
1124;;8354;;;;;;
5099;;2220;;;;;;
1898;;1955;;;;;;
7358;;2598;;;;;;
950;;3287;;;;;;
630;;1128;;;;;;
1598;;5096;;;;;;
3007;;3188;;;;;;
1069;;498;;;;;;
2556;;2929;;;;;;
3209;;16371;;;;;;
6350;;1079;;;;;;
1230;;2536;;;;;;
1202;;9416;;;;;;
979;;797;;;;;;
1038;;3372;;;;;;
3998;;6334;;;;;;
3144;;409;;;;;;
1909;;1437;;;;;;
2276;;13098;;;;;;
1148;;1189;;;;;;
1753;;4018;;;;;;
1139;;560;;;;;;
1582;;1899;;;;;;
2319;;4398;;;;;;
2197;;2829;;;;;;
3588;;6776;;;;;;
7039;;718;;;;;;
2198;;4399;;;;;;
2026;;11648;;;;;;
1118;;389;;;;;;
5094;;1201;;;;;;
2649;;589;;;;;;
4331;;698;;;;;;
4011;;1473;;;;;;
3244;;2111;;;;;;
1885;;5096;;;;;;
7287;;2299;;;;;;
2197;;3830;;;;;;
2572;;10827;;;;;;
1515;;1022;;;;;;
1144;;1016;;;;;;
1832;;2607;;;;;;
1088;;1989;;;;;;
2248;;3972;;;;;;
3889;;1999;;;;;;
3447;;649;;;;;;
4620;;1623;;;;;;
1181;;5968;;;;;;
1412;;2701;;;;;;
2999;;3334;;;;;;
3141;;2862;;;;;;
5224;;1931;;;;;;
3993;;748;;;;;;
1923;;599;;;;;;
2247;;1248;;;;;;
3924;;1179;;;;;;
1898;;628;;;;;;
1224;;489;;;;;;
529;;5721;;;;;;
1722;;669;;;;;;
3771;;3523;;;;;;
1357;;2317;;;;;;
3510;;759;;;;;;
779;;4528;;;;;;
2469;;1498;;;;;;
1109;;1249;;;;;;
2128;;2454;;;;;;
1984;;3832;;;;;;
4003;;963;;;;;;
1518;;1219;;;;;;
1792;;1498;;;;;;
15128;;1239;;;;;;
263;;5299;;;;;;
1789;;2656;;;;;;
2662;;5798;;;;;;
651;;2670;;;;;;
1904;;538;;;;;;
1549;;1502;;;;;;
1506;;256;;;;;;
2872;;1048;;;;;;
1906;;1012;;;;;;
2599;;1789;;;;;;
4499;;968;;;;;;
2100;;753;;;;;;
6093;;648;;;;;;
2539;;1724;;;;;;
2167;;528;;;;;;
679;;767;;;;;;
730;;3938;;;;;;
2813;;1848;;;;;;
1554;;760;;;;;;
2200;;2192;;;;;;
1423;;650;;;;;;
3127;;5776;;;;;;
1398;;6556;;;;;;
253;;1148;;;;;;
1148;;643;;;;;;
1724;;1178;;;;;;
3789;;1439;;;;;;
2998;;2687;;;;;;
3759;;1108;;;;;;
3066;;3633;;;;;;
3188;;5788;;;;;;
2255;;849;;;;;;
2079;;7676;;;;;;
1959;;3080;;;;;;
1549;;1214;;;;;;
1839;;3188;;;;;;
1247;;1498;;;;;;
1148;;3098;;;;;;
3375;;4598;;;;;;
4295;;3581;;;;;;
3004;;1896;;;;;;
1549;;1600;;;;;;
1051;;9135;;;;;;
1831;;698;;;;;;
2999;;4509;;;;;;
579;;1715;;;;;;
1088;;1778;;;;;;
10049;;1650;;;;;;
1148;;1879;;;;;;
1136;;386;;;;;;
2841;;630;;;;;;
2466;;6227;;;;;;
1916;;2088;;;;;;
2876;;397;;;;;;
422;;1609;;;;;;
1085;;399;;;;;;
2078;;1410;;;;;;
1651;;1189;;;;;;
4391;;4545;;;;;;
1302;;3898;;;;;;
2158;;4965;;;;;;
2642;;518;;;;;;
2079;;2918;;;;;;
335;;1476;;;;;;
838;;670;;;;;;
1773;;1003;;;;;;
2197;;1448;;;;;;
1148;;2099;;;;;;
1148;;1798;;;;;;
1208;;2119;;;;;;
5099;;864;;;;;;
609;;4178;;;;;;
3674;;422;;;;;;
2641;;2482;;;;;;
1058;;4489;;;;;;
1188;;1207;;;;;;
1898;;2146;;;;;;
1118;;698;;;;;;
1629;;844;;;;;;
3306;;973;;;;;;
1597;;2473;;;;;;
2120;;1478;;;;;;
643;;364;;;;;;
1448;;857;;;;;;
850;;4448;;;;;;
2497;;1247;;;;;;
2353;;1012;;;;;;
2158;;3654;;;;;;
1629;;2048;;;;;;
3045;;2177;;;;;;
1148;;3608;;;;;;
725;;808;;;;;;
2223;;2439;;;;;;
4053;;1700;;;;;;
1549;;1453;;;;;;
1032;;1758;;;;;;
2999;;1599;;;;;;
944;;2098;;;;;;
1148;;909;;;;;;
2079;;396;;;;;;
973;;5360;;;;;;
1696;;1833;;;;;;
2116;;588;;;;;;
1287;;2336;;;;;;
6795;;1334;;;;;;
2124;;2298;;;;;;
1445;;2388;;;;;;
1929;;3543;;;;;;
11801;;978;;;;;;
2184;;298;;;;;;
407;;1386;;;;;;
1912;;1358;;;;;;
558;;498;;;;;;
1350;;517;;;;;;
2525;;10620;;;;;;
1644;;1548;;;;;;
829;;2018;;;;;;
6218;;1184;;;;;;
2092;;1618;;;;;;
3177;;2618;;;;;;
2464;;4130;;;;;;
2488;;618;;;;;;
2866;;1079;;;;;;
2471;;1047;;;;;;
2799;;6126;;;;;;
678;;2126;;;;;;
1077;;1297;;;;;;
1441;;4907;;;;;;
1858;;1359;;;;;;
3076;;1932;;;;;;
3123;;16341;;;;;;
4049;;1202;;;;;;
4697;;1848;;;;;;
1455;;366;;;;;;
3124;;819;;;;;;
455;;5738;;;;;;
2097;;1187;;;;;;
2448;;853;;;;;;
2274;;5365;;;;;;
2582;;657;;;;;;
2613;;644;;;;;;
1878;;870;;;;;;
8270;;1699;;;;;;
2003;;891;;;;;;
1009;;4288;;;;;;
1647;;478;;;;;;
6980;;3308;;;;;;
2215;;1828;;;;;;
1214;;917;;;;;;
1089;;2399;;;;;;
3066;;4754;;;;;;
1544;;2548;;;;;;
5179;;2535;;;;;;
1298;;2283;;;;;;
835;;1170;;;;;;
1599;;2158;;;;;;
2127;;1466;;;;;;
6895;;3940;;;;;;
2899;;759;;;;;;
999;;7414;;;;;;
2225;;1458;;;;;;
2197;;2351;;;;;;
4217;;2689;;;;;;
2409;;2949;;;;;;
2686;;1818;;;;;;
4354;;3108;;;;;;
3689;;3908;;;;;;
1786;;668;;;;;;
277;;3494;;;;;;
418;;4047;;;;;;
5800;;11098;;;;;;
3209;;549;;;;;;
5399;;1219;;;;;;
4525;;4783;;;;;;
2510;;2099;;;;;;
2694;;1049;;;;;;
4621;;2532;;;;;;
1798;;1445;;;;;;
2077;;2451;;;;;;
2377;;949;;;;;;
4596;;907;;;;;;
785;;198;;;;;;
2487;;3248;;;;;;
946;;398;;;;;;
2739;;819;;;;;;
2947;;2328;;;;;;
1089;;2693;;;;;;
2079;;527;;;;;;
3160;;2668;;;;;;
1674;;3409;;;;;;
1878;;979;;;;;;
2197;;662;;;;;;
263;;8445;;;;;;
3125;;3455;;;;;;
3302;;3751;;;;;;
3655;;8225;;;;;;
3259;;5497;;;;;;
2197;;1897;;;;;;
3108;;1059;;;;;;
1879;;1032;;;;;;
1094;;1063;;;;;;
1158;;1157;;;;;;
10455;;3356;;;;;;
186;;1759;;;;;;
6773;;1650;;;;;;
1497;;1129;;;;;;
2874;;419;;;;;;
2946;;1219;;;;;;
321;;1497;;;;;;
2040;;232;;;;;;
5422;;2924;;;;;;
2129;;512;;;;;;
2599;;713;;;;;;
2864;;1986;;;;;;
3005;;7118;;;;;;
964;;758;;;;;;
5951;;2831;;;;;;
3291;;2037;;;;;;
2161;;663;;;;;;
5094;;8009;;;;;;
2079;;948;;;;;;
2275;;3912;;;;;;
2459;;6838;;;;;;
3211;;679;;;;;;
3086;;268;;;;;;
2440;;2272;;;;;;
2936;;3178;;;;;;
2319;;2379;;;;;;
4020;;4299;;;;;;
2028;;1689;;;;;;
3423;;2929;;;;;;
1106;;1155;;;;;;
2059;;2927;;;;;;
3246;;566;;;;;;
784;;489;;;;;;
418;;1384;;;;;;
2197;;2226;;;;;;
3048;;799;;;;;;
1788;;1861;;;;;;
2097;;1138;;;;;;
3447;;3181;;;;;;
2150;;17058;;;;;;
8725;;1268;;;;;;
1148;;571;;;;;;
1437;;539;;;;;;
1239;;503;;;;;;
1242;;1018;;;;;;
3049;;1084;;;;;;
1138;;3657;;;;;;
2619;;1848;;;;;;
3395;;893;;;;;;
2941;;1558;;;;;;
1885;;3938;;;;;;
1940;;2315;;;;;;
1627;;580;;;;;;
3357;;16049;;;;;;
5723;;8679;;;;;;
2376;;1577;;;;;;
2175;;1309;;;;;;
2003;;1384;;;;;;
1038;;3999;;;;;;
3236;;3922;;;;;;
934;;2207;;;;;;
2599;;5324;;;;;;
1037;;649;;;;;;
3092;;1828;;;;;;
1831;;1088;;;;;;
2097;;1932;;;;;;
2291;;7148;;;;;;
1069;;1977;;;;;;
4448;;2739;;;;;;
1502;;2211;;;;;;
238;;699;;;;;;
1362;;199;;;;;;
3146;;844;;;;;;
729;;2908;;;;;;
1716;;1365;;;;;;
4896;;243;;;;;;
472;;968;;;;;;
8688;;7366;;;;;;
5570;;1751;;;;;;
3820;;2958;;;;;;
2320;;1299;;;;;;
4720;;808;;;;;;
550;;408;;;;;;
1636;;2598;;;;;;
1162;;7746;;;;;;
